,Date,total_sleep_hours,sleep_start,sleep_end
547,2024-06-20,21.093055555555562,2024-06-19 20:51:07-05:00,2024-06-20 05:45:26-05:00
548,2024-06-21,23.205555555555552,2024-06-20 21:41:30-05:00,2024-06-21 20:23:58-05:00
549,2024-06-22,22.19472222222222,2024-06-21 20:24:24-05:00,2024-06-22 06:30:15-05:00
550,2024-06-23,25.806944444444447,2024-06-22 22:31:23-05:00,2024-06-23 08:00:15-05:00
551,2024-06-24,23.463611111111113,2024-06-23 21:23:56-05:00,2024-06-24 06:30:38-05:00
552,2024-06-25,23.16,2024-06-24 20:18:13-05:00,2024-06-25 06:00:16-05:00
553,2024-06-26,23.705277777777773,2024-06-25 20:09:36-05:00,2024-06-26 21:22:09-05:00
554,2024-06-27,18.749722222222225,2024-06-26 21:22:48-05:00,2024-06-27 06:00:31-05:00
555,2024-06-28,21.16444444444444,2024-06-27 21:20:52-05:00,2024-06-28 06:30:21-05:00
556,2024-06-29,26.603333333333328,2024-06-28 23:00:04-05:00,2024-06-29 10:00:13-05:00
557,2024-06-30,27.735277777777767,2024-06-29 21:35:28-05:00,2024-06-30 10:00:13-05:00
558,2024-07-01,23.460277777777772,2024-06-30 20:56:14-05:00,2024-07-01 06:39:53-05:00
559,2024-07-02,23.13305555555556,2024-07-01 20:58:08-05:00,2024-07-02 06:00:14-05:00
560,2024-07-03,21.94361111111111,2024-07-02 20:49:46-05:00,2024-07-03 21:17:20-05:00
561,2024-07-04,19.53694444444444,2024-07-03 21:17:22-05:00,2024-07-04 06:00:21-05:00
562,2024-07-05,23.42083333333334,2024-07-04 21:43:59-05:00,2024-07-05 07:30:14-05:00
563,2024-07-06,27.149722222222223,2024-07-05 22:38:21-05:00,2024-07-06 10:00:03-05:00
564,2024-07-07,30.976666666666667,2024-07-06 22:43:22-05:00,2024-07-07 09:30:15-05:00
565,2024-07-08,23.408055555555553,2024-07-07 21:40:34-05:00,2024-07-08 06:30:17-05:00
566,2024-07-09,23.814722222222223,2024-07-08 20:41:49-05:00,2024-07-09 06:00:14-05:00
567,2024-07-10,23.500555555555557,2024-07-09 20:18:53-05:00,2024-07-10 06:06:47-05:00
568,2024-07-11,21.341388888888883,2024-07-10 21:23:24-05:00,2024-07-11 05:59:55-05:00
569,2024-07-12,23.396111111111107,2024-07-11 20:59:04-05:00,2024-07-12 07:08:16-05:00
570,2024-07-13,26.72972222222222,2024-07-12 22:31:44-05:00,2024-07-13 10:00:21-05:00
571,2024-07-14,26.837499999999995,2024-07-13 22:59:18-05:00,2024-07-14 09:58:17-05:00
572,2024-07-15,27.118333333333325,2024-07-14 21:37:33-05:00,2024-07-15 21:43:23-05:00
573,2024-07-16,21.702222222222225,2024-07-15 21:43:24-05:00,2024-07-16 06:00:14-05:00
574,2024-07-17,24.26888888888889,2024-07-16 20:47:21-05:00,2024-07-17 21:18:33-05:00
575,2024-07-18,19.030277777777773,2024-07-17 21:18:39-05:00,2024-07-18 06:00:14-05:00
576,2024-07-19,24.11305555555555,2024-07-18 21:39:07-05:00,2024-07-19 07:13:09-05:00
577,2024-07-20,25.90222222222222,2024-07-19 22:41:18-05:00,2024-07-20 08:00:14-05:00
578,2024-07-21,20.014722222222222,2024-07-20 22:53:07-05:00,2024-07-21 06:39:16-05:00
579,2024-07-22,22.55916666666667,2024-07-21 21:44:38-05:00,2024-07-22 07:15:19-05:00
580,2024-07-23,23.437222222222218,2024-07-22 20:58:27-05:00,2024-07-23 06:00:15-05:00
581,2024-07-24,18.678055555555552,2024-07-23 20:50:27-05:00,2024-07-24 06:00:32-05:00
582,2024-07-25,21.775555555555552,2024-07-24 20:59:33-05:00,2024-07-25 06:00:34-05:00
583,2024-07-26,24.762777777777778,2024-07-25 21:41:37-05:00,2024-07-26 07:15:18-05:00
584,2024-07-27,20.841666666666665,2024-07-26 22:40:42-05:00,2024-07-27 08:40:27-05:00
585,2024-07-28,29.658055555555563,2024-07-27 21:33:34-05:00,2024-07-28 08:31:34-05:00
586,2024-07-29,29.219166666666666,2024-07-28 21:13:56-05:00,2024-07-29 07:15:15-05:00
587,2024-07-30,25.598611111111115,2024-07-29 20:45:03-05:00,2024-07-30 06:00:18-05:00
588,2024-07-31,24.410833333333333,2024-07-30 20:40:24-05:00,2024-07-31 06:00:12-05:00
589,2024-08-01,22.84361111111111,2024-07-31 20:53:00-05:00,2024-08-01 06:00:14-05:00
590,2024-08-02,30.563333333333325,2024-08-01 20:59:56-05:00,2024-08-02 08:39:58-05:00
591,2024-08-03,23.084722222222226,2024-08-02 22:57:44-05:00,2024-08-03 07:00:14-05:00
592,2024-08-04,25.980555555555554,2024-08-03 22:24:15-05:00,2024-08-04 09:59:06-05:00
593,2024-08-05,26.688611111111108,2024-08-04 21:39:59-05:00,2024-08-05 08:04:13-05:00
594,2024-08-06,27.621666666666673,2024-08-05 21:43:37-05:00,2024-08-06 09:00:16-05:00
595,2024-08-07,27.371944444444445,2024-08-06 21:59:07-05:00,2024-08-07 09:00:13-05:00
596,2024-08-08,28.10972222222222,2024-08-07 21:18:20-05:00,2024-08-08 09:00:25-05:00
597,2024-08-09,25.07749999999999,2024-08-08 20:25:06-05:00,2024-08-09 08:04:39-05:00
598,2024-08-10,23.846111111111103,2024-08-09 21:45:28-05:00,2024-08-10 07:20:27-05:00
599,2024-08-11,25.933611111111112,2024-08-10 22:59:58-05:00,2024-08-11 10:00:13-05:00
600,2024-08-12,24.623333333333342,2024-08-11 21:26:16-05:00,2024-08-12 09:00:25-05:00
601,2024-08-13,27.866666666666664,2024-08-12 20:07:30-05:00,2024-08-13 08:24:28-05:00
602,2024-08-14,20.686944444444446,2024-08-13 21:36:31-05:00,2024-08-14 07:30:08-05:00
603,2024-08-15,28.861388888888886,2024-08-14 20:57:49-05:00,2024-08-15 08:54:11-05:00
604,2024-08-16,27.489999999999995,2024-08-15 20:15:00-05:00,2024-08-16 08:58:43-05:00
605,2024-08-17,21.59277777777778,2024-08-16 21:29:41-05:00,2024-08-17 08:30:17-05:00
606,2024-08-18,23.84611111111112,2024-08-17 22:37:34-05:00,2024-08-18 09:59:07-05:00
607,2024-08-19,20.898611111111112,2024-08-18 21:44:51-05:00,2024-08-19 07:00:22-05:00
608,2024-08-20,22.596666666666664,2024-08-19 21:42:27-05:00,2024-08-20 20:33:15-05:00
609,2024-08-21,29.209166666666665,2024-08-20 21:09:01-05:00,2024-08-21 07:22:02-05:00
610,2024-08-22,22.520555555555557,2024-08-21 21:36:41-05:00,2024-08-22 09:00:31-05:00
611,2024-08-23,27.57361111111111,2024-08-22 21:41:56-05:00,2024-08-23 09:00:17-05:00
612,2024-08-24,26.28138888888889,2024-08-23 22:54:14-05:00,2024-08-24 09:53:19-05:00
613,2024-08-25,23.685,2024-08-24 22:49:28-05:00,2024-08-25 08:15:17-05:00
614,2024-08-26,25.919444444444448,2024-08-25 21:02:03-05:00,2024-08-26 08:00:13-05:00
615,2024-08-27,26.81722222222222,2024-08-26 21:40:25-05:00,2024-08-27 08:29:11-05:00
616,2024-08-28,24.241388888888892,2024-08-27 21:40:40-05:00,2024-08-28 07:15:15-05:00
617,2024-08-29,26.026388888888892,2024-08-28 21:37:14-05:00,2024-08-29 09:00:11-05:00
618,2024-08-30,22.842499999999998,2024-08-29 21:31:29-05:00,2024-08-30 08:00:22-05:00
619,2024-08-31,25.36805555555555,2024-08-30 22:56:35-05:00,2024-08-31 09:34:16-05:00
620,2024-09-01,24.058888888888873,2024-08-31 22:56:10-05:00,2024-09-01 09:55:43-05:00
621,2024-09-02,21.88638888888889,2024-09-01 21:44:49-05:00,2024-09-02 08:00:16-05:00
622,2024-09-03,29.048611111111107,2024-09-02 20:32:38-05:00,2024-09-03 08:30:18-05:00
623,2024-09-04,25.14472222222222,2024-09-03 21:36:54-05:00,2024-09-04 08:00:13-05:00
624,2024-09-05,25.587777777777774,2024-09-04 21:36:57-05:00,2024-09-05 08:15:32-05:00
625,2024-09-06,26.095555555555542,2024-09-05 21:37:30-05:00,2024-09-06 09:00:03-05:00
626,2024-09-07,23.44944444444444,2024-09-06 21:04:21-05:00,2024-09-07 08:29:28-05:00
627,2024-09-08,22.792777777777776,2024-09-07 22:21:18-05:00,2024-09-08 07:00:11-05:00
628,2024-09-09,26.869444444444444,2024-09-08 21:29:36-05:00,2024-09-09 08:00:13-05:00
629,2024-09-10,25.649722222222223,2024-09-09 21:40:04-05:00,2024-09-10 08:24:11-05:00
630,2024-09-11,28.10111111111111,2024-09-10 21:07:33-05:00,2024-09-11 09:00:23-05:00
631,2024-09-12,26.04444444444444,2024-09-11 21:35:29-05:00,2024-09-12 08:59:44-05:00
632,2024-09-13,23.553611111111117,2024-09-12 21:42:48-05:00,2024-09-13 08:00:24-05:00
633,2024-09-14,21.17416666666666,2024-09-13 22:59:16-05:00,2024-09-14 07:00:46-05:00
634,2024-09-15,16.441388888888888,2024-09-14 22:56:06-05:00,2024-09-15 05:24:21-05:00
635,2024-09-16,28.803055555555563,2024-09-15 21:49:28-05:00,2024-09-16 09:00:13-05:00
636,2024-09-17,26.869166666666654,2024-09-16 20:15:00-05:00,2024-09-17 09:00:12-05:00
637,2024-09-18,26.78666666666666,2024-09-17 21:42:54-05:00,2024-09-18 08:00:24-05:00
638,2024-09-19,28.790833333333328,2024-09-18 21:25:32-05:00,2024-09-19 09:00:16-05:00
639,2024-09-20,20.67000000000001,2024-09-19 21:41:58-05:00,2024-09-20 06:15:15-05:00
640,2024-09-21,24.732777777777784,2024-09-20 22:52:57-05:00,2024-09-21 08:31:07-05:00
641,2024-09-22,10.36194444444444,2024-09-21 22:59:49-05:00,2024-09-22 10:00:24-05:00
642,2024-09-23,23.539444444444438,2024-09-22 21:42:13-05:00,2024-09-23 19:59:56-05:00
643,2024-09-24,21.7311111111111,2024-09-23 20:00:13-05:00,2024-09-24 07:00:18-05:00
644,2024-09-25,22.342500000000005,2024-09-24 21:29:09-05:00,2024-09-25 08:00:19-05:00
645,2024-09-26,26.23972222222222,2024-09-25 21:43:03-05:00,2024-09-26 09:00:13-05:00
646,2024-09-27,22.555833333333332,2024-09-26 21:32:17-05:00,2024-09-27 08:00:34-05:00
647,2024-09-28,27.31305555555556,2024-09-27 22:56:56-05:00,2024-09-28 09:00:38-05:00
648,2024-09-29,25.618055555555554,2024-09-28 22:54:34-05:00,2024-09-29 09:22:30-05:00
649,2024-09-30,24.869722222222215,2024-09-29 21:45:20-05:00,2024-09-30 08:00:49-05:00
650,2024-10-01,24.697499999999998,2024-09-30 21:17:54-05:00,2024-10-01 08:30:37-05:00
651,2024-10-02,22.64694444444444,2024-10-01 21:42:30-05:00,2024-10-02 08:00:19-05:00
652,2024-10-03,25.45722222222223,2024-10-02 20:25:41-05:00,2024-10-03 08:15:16-05:00
653,2024-10-04,22.39222222222222,2024-10-03 21:39:10-05:00,2024-10-04 08:00:25-05:00
654,2024-10-05,24.635833333333334,2024-10-04 22:48:10-05:00,2024-10-05 08:30:10-05:00
655,2024-10-06,27.28,2024-10-05 22:40:22-05:00,2024-10-06 10:09:46-05:00
656,2024-10-07,23.915000000000003,2024-10-06 21:37:42-05:00,2024-10-07 07:00:13-05:00
657,2024-10-08,23.355,2024-10-07 21:41:37-05:00,2024-10-08 08:10:20-05:00
658,2024-10-09,22.43249999999999,2024-10-08 21:39:35-05:00,2024-10-09 07:59:28-05:00
659,2024-10-10,22.133333333333336,2024-10-09 21:43:00-05:00,2024-10-10 07:30:16-05:00
660,2024-10-11,25.086666666666666,2024-10-10 21:39:36-05:00,2024-10-11 07:57:08-05:00
661,2024-10-12,23.782777777777774,2024-10-11 22:17:06-05:00,2024-10-12 10:00:17-05:00
662,2024-10-13,21.778055555555554,2024-10-12 20:59:40-05:00,2024-10-13 08:00:15-05:00
663,2024-10-14,24.418888888888887,2024-10-13 21:41:46-05:00,2024-10-14 08:00:15-05:00
664,2024-10-15,23.664444444444445,2024-10-14 21:42:39-05:00,2024-10-15 08:00:18-05:00
665,2024-10-16,22.115000000000006,2024-10-15 21:28:02-05:00,2024-10-16 07:30:22-05:00
666,2024-10-17,23.59611111111111,2024-10-16 21:28:46-05:00,2024-10-17 08:00:10-05:00
667,2024-10-18,20.76444444444445,2024-10-17 21:38:00-05:00,2024-10-18 07:30:18-05:00
668,2024-10-19,26.19444444444444,2024-10-18 22:57:42-05:00,2024-10-19 08:57:00-05:00
669,2024-10-20,24.194166666666653,2024-10-19 22:56:23-05:00,2024-10-20 08:59:29-05:00
670,2024-10-21,23.106944444444448,2024-10-20 21:31:39-05:00,2024-10-21 07:45:17-05:00
671,2024-10-22,23.812222222222214,2024-10-21 21:44:30-05:00,2024-10-22 08:39:09-05:00
672,2024-10-23,22.038333333333334,2024-10-22 21:43:46-05:00,2024-10-23 08:00:24-05:00
673,2024-10-24,23.624999999999993,2024-10-23 21:46:34-05:00,2024-10-24 09:00:23-05:00
674,2024-10-25,21.910277777777782,2024-10-24 21:36:08-05:00,2024-10-25 08:00:16-05:00
675,2024-10-26,23.589999999999996,2024-10-25 22:56:11-05:00,2024-10-26 09:57:30-05:00
676,2024-10-27,26.009722222222216,2024-10-26 22:57:44-05:00,2024-10-27 08:45:20-05:00
677,2024-10-28,25.643055555555556,2024-10-27 21:23:42-05:00,2024-10-28 08:00:14-05:00
678,2024-10-29,23.56388888888888,2024-10-28 21:42:07-05:00,2024-10-29 09:07:33-05:00
679,2024-10-30,23.82027777777777,2024-10-29 21:40:28-05:00,2024-10-30 07:30:18-05:00
680,2024-10-31,25.49916666666667,2024-10-30 21:44:24-05:00,2024-10-31 09:00:13-05:00
681,2024-11-01,22.089166666666667,2024-10-31 21:37:51-05:00,2024-11-01 08:00:19-05:00
682,2024-11-02,19.73305555555555,2024-11-01 22:48:40-05:00,2024-11-02 09:57:22-05:00
683,2024-11-03,28.58166666666667,2024-11-02 22:54:58-05:00,2024-11-03 11:00:14-05:00
684,2024-11-04,22.69833333333333,2024-11-03 22:35:51-05:00,2024-11-04 09:00:18-05:00
685,2024-11-05,27.76027777777777,2024-11-04 22:28:26-05:00,2024-11-05 10:00:15-05:00
686,2024-11-06,23.380000000000006,2024-11-05 22:36:31-05:00,2024-11-06 09:00:19-05:00
687,2024-11-07,23.987777777777776,2024-11-06 22:42:42-05:00,2024-11-07 10:00:19-05:00
688,2024-11-08,22.438055555555554,2024-11-07 22:44:29-05:00,2024-11-08 09:00:14-05:00
689,2024-11-09,27.71194444444445,2024-11-08 23:53:36-05:00,2024-11-09 10:59:44-05:00
690,2024-11-10,29.48333333333333,2024-11-09 23:58:53-05:00,2024-11-10 11:00:40-05:00
691,2024-11-11,22.30249999999999,2024-11-10 22:43:46-05:00,2024-11-11 09:00:15-05:00
692,2024-11-12,24.552777777777774,2024-11-11 22:44:32-05:00,2024-11-12 09:30:21-05:00
693,2024-11-13,20.491111111111117,2024-11-12 22:43:37-05:00,2024-11-13 09:00:14-05:00
694,2024-11-14,21.87388888888888,2024-11-13 22:42:55-05:00,2024-11-14 08:30:23-05:00
695,2024-11-15,19.942777777777778,2024-11-14 22:38:18-05:00,2024-11-15 08:00:23-05:00
696,2024-11-16,24.461111111111116,2024-11-15 23:46:05-05:00,2024-11-16 10:00:17-05:00
697,2024-11-17,27.245833333333326,2024-11-16 23:46:51-05:00,2024-11-17 11:00:17-05:00
698,2024-11-18,21.065,2024-11-17 22:33:29-05:00,2024-11-18 09:00:53-05:00
699,2024-11-19,26.48027777777778,2024-11-18 22:43:13-05:00,2024-11-19 09:15:33-05:00
700,2024-11-20,23.828888888888887,2024-11-19 22:44:28-05:00,2024-11-20 09:45:19-05:00
701,2024-11-21,26.0,2024-11-20 22:02:23-05:00,2024-11-21 10:00:11-05:00
702,2024-11-22,24.931111111111115,2024-11-21 22:51:52-05:00,2024-11-22 10:00:10-05:00
703,2024-11-23,28.136388888888888,2024-11-22 23:53:50-05:00,2024-11-23 11:00:18-05:00
704,2024-11-24,20.731388888888887,2024-11-23 23:24:39-05:00,2024-11-24 08:15:10-05:00
705,2024-11-25,26.86138888888888,2024-11-24 22:44:30-05:00,2024-11-25 10:15:12-05:00
706,2024-11-26,20.098611111111108,2024-11-25 22:32:59-05:00,2024-11-26 08:15:17-05:00
707,2024-11-27,27.195833333333333,2024-11-26 22:20:31-05:00,2024-11-27 09:00:17-05:00
708,2024-11-28,26.368611111111107,2024-11-27 22:26:30-05:00,2024-11-28 09:51:18-05:00
709,2024-11-29,16.217777777777776,2024-11-28 22:42:19-05:00,2024-11-29 06:05:12-05:00
710,2024-11-30,33.11083333333333,2024-11-29 23:34:34-05:00,2024-11-30 10:44:04-05:00
711,2024-12-01,25.46722222222222,2024-11-30 23:58:09-05:00,2024-12-01 09:15:18-05:00
712,2024-12-02,23.23527777777777,2024-12-01 22:31:05-05:00,2024-12-02 08:45:20-05:00
713,2024-12-03,25.760277777777777,2024-12-02 22:43:22-05:00,2024-12-03 10:00:15-05:00
714,2024-12-04,26.195277777777772,2024-12-03 22:44:49-05:00,2024-12-04 10:15:32-05:00
715,2024-12-05,26.547500000000007,2024-12-04 22:27:18-05:00,2024-12-05 10:00:15-05:00
716,2024-12-06,18.00444444444445,2024-12-05 22:34:58-05:00,2024-12-06 08:24:30-05:00
717,2024-12-07,20.066944444444445,2024-12-06 21:18:05-05:00,2024-12-07 08:20:18-05:00
718,2024-12-08,20.871111111111116,2024-12-07 21:14:45-05:00,2024-12-08 08:30:15-05:00
719,2024-12-09,26.134166666666665,2024-12-08 22:43:01-05:00,2024-12-09 10:26:03-05:00
720,2024-12-10,25.90944444444444,2024-12-09 22:21:18-05:00,2024-12-10 10:00:21-05:00
721,2024-12-11,16.989166666666666,2024-12-10 22:42:38-05:00,2024-12-11 07:30:40-05:00
722,2024-12-12,24.56277777777778,2024-12-11 22:41:29-05:00,2024-12-12 08:50:14-05:00
723,2024-12-13,21.46111111111111,2024-12-12 22:16:58-05:00,2024-12-13 08:15:16-05:00
724,2024-12-14,24.695000000000004,2024-12-13 23:56:02-05:00,2024-12-14 10:51:58-05:00
725,2024-12-15,20.651666666666678,2024-12-14 23:57:44-05:00,2024-12-15 09:00:15-05:00
726,2024-12-16,29.131388888888882,2024-12-15 22:52:33-05:00,2024-12-16 10:23:18-05:00
727,2024-12-17,9.175,2024-12-17 01:02:20-05:00,2024-12-17 20:04:16-05:00
728,2024-12-18,11.108333333333333,2024-12-17 21:16:16-05:00,2024-12-18 14:33:22-05:00
729,2024-12-19,8.466666666666665,2024-12-19 08:51:03-05:00,2024-12-19 17:31:33-05:00
730,2024-12-20,8.700000000000003,2024-12-20 08:58:03-05:00,2024-12-20 17:52:03-05:00
731,2024-12-21,5.991666666666666,2024-12-21 10:37:26-05:00,2024-12-21 16:44:26-05:00
732,2024-12-22,7.741666666666668,2024-12-22 09:50:34-05:00,2024-12-22 17:46:04-05:00
733,2024-12-23,8.033333333333333,2024-12-23 09:49:21-05:00,2024-12-23 17:53:21-05:00
734,2024-12-24,8.0,2024-12-24 09:40:54-05:00,2024-12-24 17:41:54-05:00
735,2024-12-26,7.85,2024-12-26 10:26:11-05:00,2024-12-26 18:36:11-05:00
736,2024-12-27,7.458333333333336,2024-12-27 11:24:52-05:00,2024-12-27 18:59:52-05:00
737,2024-12-28,4.683333333333334,2024-12-28 04:52:35-05:00,2024-12-28 15:09:35-05:00
738,2024-12-30,12.075000000000001,2024-12-30 01:39:07-05:00,2024-12-30 17:14:14-05:00
739,2024-12-31,5.1499999999999995,2024-12-31 01:02:56-05:00,2024-12-31 10:00:03-05:00
740,2025-01-01,8.258333333333333,2025-01-01 02:04:45-05:00,2025-01-01 10:30:15-05:00
741,2025-01-02,11.283333333333331,2025-01-02 01:25:02-05:00,2025-01-02 16:03:02-05:00
742,2025-01-03,7.325000000000001,2025-01-03 02:04:16-05:00,2025-01-03 09:45:16-05:00
743,2025-01-04,7.983333333333333,2025-01-04 02:30:17-05:00,2025-01-04 16:18:02-05:00
744,2025-01-05,5.774999999999999,2025-01-05 02:20:19-05:00,2025-01-05 10:14:49-05:00
745,2025-01-06,9.25,2025-01-06 01:36:14-05:00,2025-01-06 12:26:18-05:00
746,2025-01-07,8.816666666666668,2025-01-07 00:51:00-05:00,2025-01-07 10:00:00-05:00
747,2025-01-08,9.475000000000001,2025-01-08 01:22:54-05:00,2025-01-08 12:03:46-05:00
748,2025-01-09,6.2,2025-01-09 00:47:51-05:00,2025-01-09 07:44:51-05:00
749,2025-01-10,7.366666666666667,2025-01-10 01:34:22-05:00,2025-01-10 08:59:52-05:00
750,2025-01-11,8.941666666666668,2025-01-11 01:59:38-05:00,2025-01-11 11:00:08-05:00
751,2025-01-12,7.9833333333333325,2025-01-12 02:00:53-05:00,2025-01-12 10:03:23-05:00
752,2025-01-13,8.366666666666667,2025-01-13 02:04:34-05:00,2025-01-13 10:30:04-05:00
753,2025-01-14,7.466666666666668,2025-01-14 01:47:56-05:00,2025-01-14 10:00:07-05:00
754,2025-01-15,7.983333333333333,2025-01-15 00:45:44-05:00,2025-01-15 08:45:14-05:00
755,2025-01-16,8.458333333333332,2025-01-16 00:59:21-05:00,2025-01-16 09:29:21-05:00
756,2025-01-17,4.5249999999999995,2025-01-17 01:34:39-05:00,2025-01-17 06:08:39-05:00
757,2025-01-18,7.925,2025-01-18 01:57:02-05:00,2025-01-18 09:55:32-05:00
758,2025-01-19,6.333333333333332,2025-01-19 03:57:56-05:00,2025-01-19 10:21:26-05:00
759,2025-01-21,8.583333333333334,2025-01-21 01:09:18-05:00,2025-01-21 09:59:48-05:00
760,2025-01-22,7.0249999999999995,2025-01-22 01:54:51-05:00,2025-01-22 08:59:51-05:00
761,2025-01-23,7.0666666666666655,2025-01-23 02:21:22-05:00,2025-01-23 09:28:52-05:00
762,2025-01-24,6.024999999999999,2025-01-24 00:08:04-05:00,2025-01-24 06:14:34-05:00
763,2025-01-25,8.758333333333333,2025-01-25 00:14:02-05:00,2025-01-25 09:27:32-05:00
764,2025-01-26,6.208333333333334,2025-01-26 00:07:41-05:00,2025-01-26 06:25:11-05:00
765,2025-01-27,7.716666666666669,2025-01-27 00:55:21-05:00,2025-01-27 08:42:21-05:00
766,2025-01-28,8.291666666666666,2025-01-28 00:07:20-05:00,2025-01-28 08:35:50-05:00
767,2025-02-02,8.816666666666666,2025-02-02 00:39:54-05:00,2025-02-02 09:31:24-05:00
768,2025-02-03,6.091666666666666,2025-02-03 02:47:57-05:00,2025-02-03 08:59:57-05:00
769,2025-02-04,8.774999999999999,2025-02-04 01:09:30-05:00,2025-02-04 10:00:00-05:00
770,2025-02-05,6.091666666666666,2025-02-05 02:52:38-05:00,2025-02-05 09:00:08-05:00
771,2025-02-06,6.883333333333334,2025-02-06 03:05:30-05:00,2025-02-06 10:00:00-05:00
772,2025-02-07,4.875000000000001,2025-02-07 01:21:05-05:00,2025-02-07 06:25:05-05:00
773,2025-02-08,7.216666666666667,2025-02-08 02:51:47-05:00,2025-02-08 12:48:25-05:00
774,2025-02-09,6.083333333333334,2025-02-09 01:23:41-05:00,2025-02-09 07:30:11-05:00
775,2025-02-10,7.366666666666666,2025-02-10 01:21:08-05:00,2025-02-10 08:44:38-05:00
776,2025-02-11,7.683333333333332,2025-02-11 01:16:41-05:00,2025-02-11 08:59:11-05:00
777,2025-02-12,6.591666666666666,2025-02-12 02:23:40-05:00,2025-02-12 09:00:10-05:00
778,2025-02-13,8.241666666666669,2025-02-13 01:18:33-05:00,2025-02-13 09:33:33-05:00
779,2025-02-14,5.233333333333334,2025-02-14 00:58:44-05:00,2025-02-14 06:25:14-05:00
780,2025-02-15,7.5749999999999975,2025-02-14 23:41:46-05:00,2025-02-15 17:14:49-05:00
781,2025-02-16,8.016666666666667,2025-02-15 23:03:10-05:00,2025-02-16 14:40:19-05:00
782,2025-02-17,7.3500000000000005,2025-02-17 01:12:58-05:00,2025-02-17 08:39:28-05:00
